preprocessedSmiles;Molecule ChEMBL ID;y_true_label
Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCN2CCN(c3ccccc3)CC2)o1;CHEMBL5075272;1
CCNC(=O)C1OC(n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(C(=O)NCCN4CCCCC4)nc32)C(O)C1O;CHEMBL403478;1
Nc1nc(-c2ccc(NC(=O)c3ccc(S(N)(=O)=O)cc3)cc2)cn2c(=O)n(-c3ccccc3)nc12;CHEMBL4797036;1
Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCCc2ccccc2)o1;CHEMBL5078181;1
Cc1cc(C)n(-c2cc(NC(=O)Cc3ccc(S(C)(=O)=O)cc3)nc(-c3ccccn3)n2)n1;CHEMBL270654;1
CCCCc1nc2[nH]ncc2c2nc(-c3ccccc3)nn12;CHEMBL340657;1
NC(=O)Cc1cc(N2CCN(CCn3c(=O)sc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)c(F)cc1F;CHEMBL4741609;1
COc1ccc(N2CCCN(CCn3c(=O)cnc4c(-c5ccc(C)o5)nc(N)nc43)CC2)cc1;CHEMBL5094358;1
Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCN2CCN(c3ccc(C(F)(F)F)cc3)CC2)o1;CHEMBL5075711;1
Cc1ccc(-c2nc(N)nc3c2[nH]c(=O)n3Cc2ccccc2)o1;CHEMBL5074910;0
Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCN2CCN(c3ccc(OC(F)F)cc3)CC2)o1;CHEMBL5083945;1
Nc1nc(-c2ccc(NC(=O)CCNC(=O)c3ccc(S(N)(=O)=O)cc3)cc2)cn2c(=O)n(-c3ccccc3)nc12;CHEMBL4761976;1
CCC(=O)NC1CC(n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4c[nH]cn4)nc32)C(O)C1O;CHEMBL601514;1
CC(C)n1cnc(CCNc2nc(NCC(c3ccccc3)c3ccccc3)c3ncn(C4CC(NC(=O)C5CCC5)C(O)C4O)c3n2)c1;CHEMBL601515;1
CCn1c(=O)c2c(nc(C=Cc3ccc(O)c(OC)c3)n2C)n(CC)c1=O;CHEMBL2381766;0
CCOC(=O)CCCNc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12;CHEMBL2381771;0
CCC(=O)NC1CC(n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCc4cn(C)cn4)nc32)C(O)C1O;CHEMBL591423;1
O=C(c1nc(NCc2cccnc2)nc2ccsc12)N1CCCC1;CHEMBL1078030;0
O=C(CN1CCCCC1)Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1;CHEMBL4287056;1
CCNc1nc(C(=O)c2ccc(C)s2)c2sccc2n1;CHEMBL1077752;1
Cc1ccc(C(=O)c2nc(NCCc3cccnc3)nc3ccsc23)s1;CHEMBL1078086;1
CNC(=O)c1nc(NCc2cccnc2)nc2ccsc12;CHEMBL1081334;0
CCc1cnn(C2CC(n3cnc4c(NCC(CC)CC)nc(NCCc5cn(CC)cn5)nc43)C(O)C2O)c1;CHEMBL596904;1
COc1ccc(NC(=O)Nc2nc3nn(C)c(SC)c3c3nc(-c4ccco4)nn23)cc1;CHEMBL22113;1
CC(C)n1cnc(CCNc2nc(NCC(c3ccccc3)c3ccccc3)c3ncn(C4CC(NC(=O)C(C)(C)C)C(O)C4O)c3n2)c1;CHEMBL601081;1
Nc1nc(Nc2ccco2)nc2sc(Cc3cccnc3)nc12;CHEMBL5182250;1
Nc1nc(NCCc2ccc(O)cc2)nc2nc(-c3ccco3)nn12;CHEMBL113142;1
Nc1nc(N2CCN(CCc3cccc4[nH]c(O)cc34)CC2)nc2nc(-c3ccco3)nn12;CHEMBL3394276;1
COC(=O)CCCCCCCCCCCNC(=O)CCCOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1;CHEMBL3394260;1
Nc1nc(-c2ccccc2)c(-c2ccc(=O)[nH]c2)c2nc(Cc3ncc(F)cc3Cl)nn12;CHEMBL4864129;1
Nc1nc(-c2ccc(Cl)cc2)cn2c1nc1ccccc12;CHEMBL4860395;1
Cc1c(-c2ccccc2)nc(N)c2nc3ccccc3n12;CHEMBL4849986;1
O=C(c1ccc(Cl)s1)c1nc(NCc2cccnc2)nc2ccsc12;CHEMBL1079116;0
COc1ccc(C(=O)c2nc(NCc3cccnc3)nc3ccsc23)cc1;CHEMBL1079232;1
O=C(c1ccncc1)c1nc(NCc2cccnc2)nc2ccsc12;CHEMBL1080067;0
Nc1nc(-n2cccn2)nc(-n2cccn2)c1Br;CHEMBL3694769;1
CN(CCCNc1nc(N)n2nc(-c3ccco3)nc2n1)CCc1cccc2[nH]c(O)cc12;CHEMBL3394264;0
CCCN(CCCNC(=O)CCCOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1)CCc1cccc2[nH]c(O)cc12;CHEMBL3394256;1
Nc1nc(NCCc2ccc(Oc3nc(Cl)nc(N4CCOCC4)n3)cc2)nc2nc(-c3ccco3)nn12;CHEMBL3394261;1
CCCCc1nc2[nH]cnc2c2nc(-c3ccco3)nn12;CHEMBL125647;1
CCNc1c2c(nc(N)n3nc(-c4ccco4)nc23)nn1C;CHEMBL544678;1
Nc1nc(-c2ccccc2)c(-c2ccnnc2)c2nc(CC3CCCO3)nn12;CHEMBL4865474;1
Nc1nc(NC2CCN(CCc3cccc4[nH]c(O)cc34)CC2)nc2nc(-c3ccco3)nn12;CHEMBL3394271;0
COCC1OC(n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(NCCN4CCCCC4)nc32)C(O)C1O;CHEMBL270378;1
COCC1OC(n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(CCNC4CCCCC4)nc32)C(O)C1O;CHEMBL257429;1
CCCN(CCCNC(=O)CCCCCCCNC(=O)CCCOc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1)CCc1cccc2[nH]c(O)cc12;CHEMBL3394258;1
COc1cccc(Cn2c(=O)cnc3c(-c4ccc(C)o4)nc(N)nc32)c1;CHEMBL5083448;1
COc1ccc(N2CCN(CCn3c(=O)cnc4c(-c5ccc(C)o5)nc(N)nc43)C(C)C2)c(F)c1;CHEMBL5090017;1
CCNC(=O)C1OC(n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(C(=O)NCCNC(=O)NCCN(C(C)C)C4CCCC4)nc32)C(O)C1O;CHEMBL1096888;1
Nc1nc(-c2ccc(NC(=O)CCNC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12;CHEMBL4452288;1
Nc1nc(-c2cccc(O)c2)nc2sc(-c3ccco3)nc12;CHEMBL4529321;1
Cc1ccc(C(=O)c2nc(N)nc3ccsc23)s1;CHEMBL1077751;1
Cc1ccc(C(=O)c2nc(NCc3ccccc3)nc3ccsc23)s1;CHEMBL1077985;0
Cc1ccc(C(=O)c2nc(NC(C)c3ccccc3)nc3ccsc23)s1;CHEMBL1078347;0
O=C(c1ccccc1)c1nc(NCc2cccnc2)nc2ccsc12;CHEMBL1079141;0
O=C(NC1CCCCC1)c1nc(NCc2cccnc2)nc2ccsc12;CHEMBL1082063;0
COc1ccc2nc3cc(Cl)ccc3c(NCCNCCO)c2c1;CHEMBL5173144;1
Cc1ccc(Nc2nc(N(CCO)Cc3ccccc3)nc3c2cnn3-c2ccccc2)cc1;CHEMBL5193510;0
OC1CCC2CN3CCc4c([nH]c5ccccc45)C3CC2C1CNCc1ccccc1;CHEMBL5206639;1
COc1ccc(Nc2c(-c3ccc4nccnc4c3)c(C)nn2-c2ccccc2)c(C(=O)O)c1;CHEMBL1258397;0
COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(O)c(CNCCO)c3)c2c1;CHEMBL5172541;1
CCN1CCCC(Nc2cc(C)[nH]c(=NC(=N)Nc3ccc(Cl)c(Cl)c3)n2)C1;CHEMBL1939337;1
O=C(O)CC1CCC(Oc2ccc(-c3ccc(-c4nc5cc(F)ccc5[nH]4)cn3)cn2)CC1;CHEMBL4483357;1
N#Cc1ccc2[nH]c(-c3ccc(-c4ccc(OC5CCC(CC(=O)O)CC5)nc4)nc3)nc2c1;CHEMBL4561313;1
O=C(O)CC1CCC(Oc2ccc(-c3ccc(-c4nc5cc(C(F)(F)F)cnc5[nH]4)cn3)cn2)CC1;CHEMBL4530290;1
O=C(O)CC1CCC(OC2CCN(c3ccc(-c4nc5cc(C(F)(F)F)ccc5[nH]4)cn3)CC2)CC1;CHEMBL4572398;0
COc1ccccc1Cn1cc2nc(-c3ccc(C)o3)nc(N)c2n1;CHEMBL3799351;1
COc1cccc2c1nc(N)n1nc(C3CCC(c4ccc(C(C)(C)N)cn4)C3)nc21;CHEMBL5426527;1
CCCCc1nc2ccccc2c2nc(-c3ccc(O)cc3)nn12;CHEMBL338057;0
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl;CHEMBL496;0
Nc1nc(CCCc2ccccc2)nc2cn(-c3ccccc3)nc12;CHEMBL3317574;1
COCC1OC(n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(CNC4CCCCC4)nc32)C(O)C1O;CHEMBL401571;1
Nc1nc2c(cnn2CCCc2ccccc2)c2nc(-c3ccco3)nn12;CHEMBL17121;1
CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1;CHEMBL83;0
CCn1nnc(C2OC(n3cnc4c(N)nc(NC(CO)Cc5ccccc5)nc43)C(O)C2O)n1;CHEMBL186113;1
CCCCCc1nc2[nH]cnc2c2nc(-c3ccccc3)nn12;CHEMBL122511;1
COc1ccccc1Cn1c(=O)cnc2c(-c3ccc(C)o3)nc(N)nc21;CHEMBL5089248;0
Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CC2CC2)o1;CHEMBL5093127;1
Cn1c(=O)c2[nH]c(-c3ccccc3)nc2n(C)c1=O;CHEMBL62350;1
CCNC(=O)C1OC(N2CNc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)C(O)C1O;CHEMBL2391907;1
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12;CHEMBL81;0
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O;CHEMBL290106;0
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(C#N)c3)c(=O)c2)nc(N)n1;CHEMBL5433808;1
CC(C)(C)c1cc(C(=O)NCCC(=O)Nc2ccc(-c3cn4c(=O)n(-c5ccccc5)nc4c(N)n3)cc2)cc(C(C)(C)C)c1O;CHEMBL4586743;1
CCCCc1nc2[nH]cnc2c2nc(-c3ccc(Cl)cc3)nn12;CHEMBL121339;0
CCCCc1nc2[nH]cnc2c2nc(-c3ccccc3Cl)nn12;CHEMBL124788;1
CCCCc1nc2[nH]cnc2c2nc(-c3cccc(C)c3)nn12;CHEMBL122685;1
CCOc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1;CHEMBL4064795;1
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(C(C)(C)F)n3)c(=O)c2)nc(N)n1;CHEMBL5437168;1
CCCCc1nc2[nH]cnc2c2nc(-c3ccc(F)cc3)nn12;CHEMBL333415;1
CCCC(=O)Oc1ccc(CCNc2nc(N)n3nc(-c4ccco4)nc3n2)cc1;CHEMBL2381774;1
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12;CHEMBL44;0
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1;CHEMBL104;0
CC(C)(C)c1cc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)ccc1O;CHEMBL4561681;1
Cn1c(-n2nccn2)nc2c(N)nc(CCCCO)nc21;CHEMBL2398485;0
CC=C(c1ccc(O)cc1)C(CC)c1ccc(O)cc1;CHEMBL411;0
COc1cccc2c1nc(N)n1nc(C3CC(c4ncc(C(C)(C)N)cc4Cl)C3)nc21;CHEMBL5438060;1
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1;CHEMBL808;0
CC(=O)Nc1ccc(-c2cn3c(nc4ccccc43)c(N)n2)cc1;CHEMBL4873408;1
Nc1nc(-c2ccc(O)cc2)cn2c1nc1ccccc12;CHEMBL4877586;1
Nc1nc(-c2ccc(OCCNC(=O)CCCCC3CCSS3)cc2)cn2c(=O)n(-c3ccccc3)nc12;CHEMBL4447993;1
N#Cc1c(N)nc(SCc2cccc(CO)c2)c(C#N)c1-c1ccco1;CHEMBL4557250;1
Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCN2CCN(c3ccc(F)cc3)CC2)o1;CHEMBL5092067;1
CC(C)(C)c1ccc(-c2cn3c(nc4ccccc43)c(N)n2)cc1;CHEMBL4875468;1
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1;CHEMBL64894;0
CCNC(=O)C1OC(n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(C(=O)NCCNC(=O)NCCc4ccccc4)nc32)C(O)C1O;CHEMBL1096892;1
Cc1ccc(C(=O)c2nc(NCc3ccccn3)nc3ccsc23)s1;CHEMBL1078348;1
Cc1ccc(C(=O)c2nc(NCc3cccnc3)nc3ccsc23)o1;CHEMBL1079117;0
O=C(c1nccs1)c1nc(NCc2cccnc2)nc2ccsc12;CHEMBL1079043;1
CCNC(=O)c1nc(NCc2cccnc2)nc2ccsc12;CHEMBL1081335;0
CC(C)NC(=O)c1nc(NCc2cccnc2)nc2ccsc12;CHEMBL1076504;0
Cc1cc(-c2nnc(N)nc2-c2ccc(F)cc2)cc(Cl)n1;CHEMBL4594442;1
COCCOc1ccc(N2CCN(CCn3c(=O)cnc4c(-c5ccc(C)o5)nc(N)nc43)CC2)c(F)c1;CHEMBL5085791;1
COc1ccc(N2CCN(CCn3c(=O)cnc4c(-c5ccc(C)o5)nc(N)nc43)C(C)C2)cc1;CHEMBL5091663;1
Cn1cc(-c2cnc(N)n3nc(-c4ccco4)nc23)ccc1=O;CHEMBL5075422;1
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(C(C)(C)O)n3)c(=O)c2)nc(N)n1;CHEMBL5440290;1
CCn1nc(-c2cccc(-c3ccc(CC(=O)NCCCCCCCN(C)CCO)cc3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O;CHEMBL3957127;1
CCOC(=O)Nc1cc(-c2cncc(OC)c2)nc(-n2nc(C)cc2C)n1;CHEMBL485752;1
Nc1cc(NC(=O)CN2CCCCC2)cc2nc(-c3ccco3)oc12;CHEMBL4284097;1
Nc1cc(-c2ccco2)c2oc(-c3ccco3)nc2c1;CHEMBL4284595;1
CCCCCCc1nc2[nH]cnc2c2nc(-c3ccccc3)nn12;CHEMBL123203;0
Nc1nc(NCCc2ccc(O)cc2)nc2sc(-c3ccco3)nc12;CHEMBL3908770;1
Cc1ccc(-c2cn3c(nc4ccccc43)c(N)n2)cc1;CHEMBL4846299;1
CC(=O)Nc1cc(-c2cncc(O)c2)nc(-n2nc(C)cc2C)n1;CHEMBL486130;1
Nc1nc(-c2ccccc2)cn2c1nc1ccccc12;CHEMBL4850192;1
N#CCOc1ccc(-c2cn3c(=O)n(-c4ccccc4)nc3c(N)n2)cc1;CHEMBL4578482;1
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3ccccc3)c(=O)c2)nc(N)n1;CHEMBL5397080;1
COc1cccc2c1nc(N)n1nc(C3CC(c4ncc(C(C)(C)N)cc4C)C3)nc21;CHEMBL5413371;1
COc1nc(-c2ncco2)nc(N)c1C(=O)NCc1c(Cl)cccc1Cl;CHEMBL4747929;1
Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12;CHEMBL17127;1
Nc1nc(Cc2ccccc2)cn2c1nc1ccccc12;CHEMBL4849795;1
CCN1CCN(Cc2ccc3cc(C(=O)Nc4cc(NC(=O)c5ccc6c(c5)OCCO6)ccc4F)ccc3n2)CC1;CHEMBL5440545;0
COC(=O)COc1cccc(Cn2ccc(-c3cc(-c4cccc(C#N)c4C)nc(N)n3)cc2=O)c1;CHEMBL5404268;0
Cc1c(C#N)cccc1-c1nc(N)nc(-c2ccn(Cc3cccc(C(C)(C)O)c3)c(=O)c2)c1F;CHEMBL5400341;1
Nc1nc(-c2ccc(C(F)(F)F)cc2)cn2c1nc1ccccc12;CHEMBL4857237;1
Nc1nc(-c2ccco2)cn2c1nc1ccccc12;CHEMBL4872721;1
C[S+](O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1;CHEMBL10;0
COC(=O)c1cccc(Cn2ccc(-c3cc(-c4cccc(C#N)c4C)nc(N)n3)cc2=O)c1;CHEMBL5416491;1
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(S(N)(=O)=O)c3)c(=O)c2)nc(N)n1;CHEMBL5408447;1
COCc1cccc(Cn2ccc(-c3cc(-c4cccc(C#N)c4C)nc(N)n3)cc2=O)c1;CHEMBL5429151;1
CCNC(=O)C1OC(n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(CNC(=O)NCCN(C(C)C)C4CCCC4)nc32)C(O)C1O;CHEMBL272761;1
CCc1cc2nc(NCc3cccnc3)nc(C(=O)c3cccs3)c2s1;CHEMBL3952824;0
O=C(c1cccs1)c1nc(NCc2cccnc2)nc2cc(NCc3cccnc3)sc12;CHEMBL3922797;1
CCNC(=O)C1OC(n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(C(=O)NCCNC(=O)NCCN4CCCCC4)nc32)C(O)C1O;CHEMBL1096886;1
Nc1nc(N2CCN(CCN3CCCC3)CC2)nc2sc(-c3ccco3)nc12;CHEMBL5201270;1
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(Br)c3)c(=O)c2)nc(N)n1;CHEMBL5399566;1
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(OCC(=O)O)c3)c(=O)c2)nc(N)n1;CHEMBL5426226;0
COc1ccc(Cc2nc3c(-c4ccc(=O)n(C)c4)c(-c4ccccc4)nc(N)n3n2)nc1;CHEMBL4867286;1
Cc1cccc(Nc2nc(NCCCO)nc3c2cnn3-c2ccccc2)c1;CHEMBL5182020;1
CCCCc1nc2[nH]cnc2c2nc(-c3ccc(OCC)cc3)nn12;CHEMBL122819;0
CCCCc1nc2[nH]cnc2c2nc(-c3ccc(OC)cc3)nn12;CHEMBL331111;0
CCCn1c(=O)c2c(nc(C=Cc3ccc(OC)c(OC)c3)n2C)n(CCC)c1=O;CHEMBL27508;1
COc1ccc(N2CC(C)N(CCn3c(=O)cnc4c(-c5ccc(C)o5)nc(N)nc43)CC2C)cc1;CHEMBL5088038;0
Nc1nc(-c2ccc(F)cc2)c(-c2ccc(=O)[nH]c2)c2nc(Cc3ccc(F)cn3)nn12;CHEMBL4858144;1
Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCc2ccccc2)o1;CHEMBL5081105;1
Nc1nc(C(=O)NCc2ccccn2)cn2c1nc1ccccc12;CHEMBL5176737;1
COc1cc(N)nc2[nH]c(-c3ccc(F)cc3)c(-c3ccncc3)c12;CHEMBL115769;0
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(F)c3)c(=O)c2)nc(N)n1;CHEMBL5401410;1
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(Cl)c3)c(=O)c2)nc(N)n1;CHEMBL5398651;1
Nc1cc2nc(NCc3cccnc3)nc(C(=O)c3cccs3)c2s1;CHEMBL1080241;0
C=Cc1cc2nc(NCc3cccnc3)nc(C(=O)c3cccs3)c2s1;CHEMBL3973260;0
CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1;CHEMBL434063;0
CCn1nc(-c2cccc(-c3cccc(C(=O)NCCN4CCNCC4)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O;CHEMBL3916846;1
CCn1nc(-c2cccc(-c3cccc(C(=O)O)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O;CHEMBL3963331;1
CCn1nc(-c2cccc(-c3cccc(O)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O;CHEMBL3969954;1
Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCCCc2ccccc2)o1;CHEMBL5083868;1
Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCN2CCN(c3ccc(OC(F)(F)F)cc3)CC2)o1;CHEMBL5075499;1
COc1cnc(N2CCN(CCn3c(=O)cnc4c(-c5ccc(C)o5)nc(N)nc43)CC2)c(F)c1;CHEMBL5085803;1
N#Cc1c(N)nc(SCc2cccnc2)c(C#N)c1-c1ccco1;CHEMBL4440752;1
CCc1nn(C2CCCC2)c2c1CCn1c(-c3cccs3)nnc1-2;CHEMBL217899;0
Cc1ccccc1Cn1ccc(-c2cc(-c3cccc(C#N)c3C)nc(N)n2)cc1=O;CHEMBL5422530;0
COC(=O)c1ccc(Cn2ccc(-c3cc(-c4cccc(C#N)c4C)nc(N)n3)cc2=O)cc1;CHEMBL5402843;0
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(O)c3)c(=O)c2)nc(N)n1;CHEMBL5408699;1
COc1cccc(Cn2ccc(-c3cc(-c4cccc(C#N)c4C)nc(N)n3)cc2=O)c1;CHEMBL5410668;1
COc1cccc2c1nc(N)n1nc(C3CC(c4ccc(C(C)(C)O)cn4)C3)nc21;CHEMBL5426841;1
Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCN2CCN(c3ccc(F)cc3F)CC2)o1;CHEMBL5078028;1
N#Cc1cccc(-c2cc(-c3ccn(Cc4ccccc4)c(=O)c3)nc(N)n2)c1;CHEMBL5415529;0
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(C(C)(C)F)c3)c(=O)c2)nc(N)n1;CHEMBL5415792;1
O=C(C=Cc1c(-c2ccccc2)nn2ccccc12)N1CCCCC1CCO;CHEMBL440115;0
Cc1ccc(-c2nc(N)nc3c2n(C)c(=O)n3Cc2ccccc2)o1;CHEMBL5079580;0
Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CC2CCCCC2)o1;CHEMBL5083172;0
Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCN2CCN(c3ccc(OC(F)F)cc3F)CC2)o1;CHEMBL5089845;1
N=C(N)NC(=O)c1nc(Cl)c(N2CCCCCC2)nc1N;CHEMBL501701;0
Nc1nc(NCc2cccs2)nc2sc(-c3ccco3)nc12;CHEMBL4161758;1
COc1cccc2c1nc(N)n1nc(C3CC3c3nc4ccccc4n3C)nc21;CHEMBL5430246;1
CCn1c(=O)c2c(nc(C=Cc3ccc(OC)c(OC)c3)n2C)n(CC)c1=O;CHEMBL431770;0
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C;CHEMBL691;0
Nc1nc(-c2ccccc2)c(-c2ccnnc2)c2nc(Cc3ncccc3F)nn12;CHEMBL4862010;1
Nc1nc(-c2ccc(F)cc2)c(-c2ccc(=O)[nH]c2)c2nc(CCC(F)(F)F)nn12;CHEMBL4855908;1
Cc1cc(-c2c(-c3ccc(F)cc3)nc(N)n3nc(CN4CCCCC4)nc23)c[nH]c1=O;CHEMBL4876056;1
Cc1ccc(Cn2ccc(-c3cc(-c4cccc(C#N)c4C)nc(N)n3)cc2=O)cc1;CHEMBL5417712;1
Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3Cc2ccco2)o1;CHEMBL5076939;0
Nc1nc(-c2ccccc2)cc(-c2ccn(Cc3ccccc3)c(=O)c2)n1;CHEMBL5408468;0
Cc1c(C#N)cccc1-c1cc(-c2ccn(CCc3ccccc3)c(=O)c2)nc(N)n1;CHEMBL5439885;1
CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)NC3CC(C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12;CHEMBL4128926;1
COCCOc1ccc(N2CCN(CCn3c(=O)cnc4c(-c5ccc(C)o5)nc(N)nc43)CC2)cc1;CHEMBL5085213;1
CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12;CHEMBL192;1
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(S(C)(=O)=O)c3)c(=O)c2)nc(N)n1;CHEMBL5422621;1
COc1ccc(N2CCN(CCn3c(=O)cnc4c(-c5ccc(C)o5)nc(N)nc43)CC2)cc1;CHEMBL5084222;1
Nc1nc(C(=O)NCc2cccnc2)cn2c1nc1ccccc12;CHEMBL5208415;1
Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCN2CCN(c3cccc(F)c3)CC2)o1;CHEMBL5088463;1
CN1CCN(CC(=O)Nc2cc(-c3nccs3)nc(-c3ccco3)n2)CC1;CHEMBL398272;1
CCc1nc2[nH]cnc2c2nc(-c3ccccc3)nn12;CHEMBL330873;1
COC(=O)C1=C(C)N=C(C)C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-];CHEMBL1726;0
COC(=O)c1ccccc1Cn1ccc(-c2cc(-c3cccc(C#N)c3C)nc(N)n2)cc1=O;CHEMBL5416911;1
COc1ccc(N2CCN(CCn3c(=O)cnc4c(-c5ccc(C)o5)nc(N)nc43)CC2)c(F)c1;CHEMBL5071785;1
COCCOc1ccc(N2CCN(CCn3c(=O)cnc4c(-c5ccc(C)o5)nc(N)nc43)CC2)c(F)c1F;CHEMBL5079399;1
CC(=O)CCc1nc(N)c2nc(-n3nccn3)n(C)c2n1;CHEMBL2398486;1
OCC1OC(n2cnc3c(NCCCCc4ccccc4)ncnc32)C(O)C1O;CHEMBL2113406;0
N#Cc1ccc(-c2cn3c(nc4ccccc43)c(N)n2)cc1;CHEMBL4846381;1
CCn1nc(-c2cccc(-c3cccc(C(=O)NCCCCCCCN(C)CCO)c3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O;CHEMBL3968147;1
Nc1nc(NCCc2ccc(O)cc2)nc2nc(C3=CCCO3)nn12;CHEMBL4857871;1
Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCN2CCN(c3cccc(C(F)(F)F)c3)CC2)o1;CHEMBL5079916;1
COC(=O)Nc1nc2cc([S+](O)c3ccccc3)ccc2[nH]1;CHEMBL42442;0
CCCCc1nc2[nH]cnc2c2nc(-c3ccc(Br)cc3)nn12;CHEMBL123144;0
CCCC(O)c1nc(N)c2nc(-n3nccn3)n(C)c2n1;CHEMBL2398480;0
Cc1c(C#N)cccc1-c1cc(-c2ccn(Cc3cccc(CO)c3)c(=O)c2)nc(N)n1;CHEMBL5401706;1
OCC1OC(n2cnc3c(NCCCc4ccccc4)ncnc32)C(O)C1O;CHEMBL2113484;0
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)nc2n(CCC)c1=O;CHEMBL273807;1
COc1ccc(N2CC3CCC(C2)N3CCn2c(=O)cnc3c(-c4ccc(C)o4)nc(N)nc32)cc1;CHEMBL5091130;1
Cc1ccc(-c2nc(N)nc3c2ncc(=O)n3CCC2CCN(c3ccccc3)CC2)o1;CHEMBL5088993;1
COc1ccccc1N1CCN(CCn2c(=O)cnc3c(-c4ccc(C)o4)nc(N)nc32)CC1;CHEMBL5093249;0
COc1cccc(N2CCN(CCn3c(=O)cnc4c(-c5ccc(C)o5)nc(N)nc43)CC2)c1;CHEMBL5092804;1
